booking_id,booking_date,travel_date,customer_id,cust_segment,tour_type,channel,payment_method,destination,pax,base_price_vnd,discount_rate,booking_status,revenue_vnd,satisfaction,is_returning,,
B00188,6/23/2024,9/16/2024,C0372,Young Professional,Cultural,Website,Card,Hà Nội,2,2819000,5%,Completed,5384000,4.3,TRUE,,
B00189,12/18/2024,1/20/2025,C0328,Young Professional,Cultural,Website,Card,Đà Lạt,1,2521000,13%,Cancelled,0,,TRUE,,
B00190,7/27/2024,10/24/2024,C0127,Young Professional,Foodie,Agent,E-wallet,TP.HCM,4,2152000,23%,Completed,6663000,4.7,FALSE,,
B00191,10/30/2024,12/30/2024,C0105,Family,Family,Agent,Card,Huế,4,3141000,7%,Completed,11710000,3.8,TRUE,,
B00192,4/17/2024,5/2/2024,C0324,Young Professional,Foodie,Mobile App,Card,Đà Nẵng,1,3350000,16%,Completed,2807000,4.2,TRUE,,
B00193,3/31/2025,6/25/2025,C0088,Young Professional,Cultural,Website,Card,Đà Nẵng,1,3351000,5%,Completed,3197000,4,TRUE,,
B00194,7/14/2024,8/4/2024,C0142,Young Professional,Adventure,Mobile App,Card,TP.HCM,3,5514000,4%,Completed,15880000,3.4,TRUE,,
B00195,2/11/2024,4/8/2024,C0099,Student,Adventure,Agent,Card,Đà Lạt,2,3400000,13%,Completed,5950000,4.1,FALSE,,
B00196,4/7/2025,6/20/2025,C0255,Young Professional,Beach,Website,E-wallet,Hội An,2,5057000,3%,Completed,9770000,5,TRUE,,
B00197,7/16/2025,8/15/2025,C0124,Young Professional,Cultural,Agent,Bank Transfer,Sa Pa,2,2142000,9%,Completed,3903000,3.3,TRUE,,
B00198,1/10/2024,2/10/2024,C0277,Young Professional,Adventure,Website,E-wallet,Đà Lạt,1,3061000,2%,Completed,2988000,4.2,FALSE,,
B00199,9/29/2024,11/16/2024,C0393,Family,Beach,Website,Card,Phú Quốc,2,4474000,17%,Cancelled,0,,FALSE,,
B00200,5/30/2025,8/19/2025,C0349,Family,Foodie,Website,Card,Nha Trang,3,3131000,6%,Completed,8811000,4.3,TRUE,,
B00201,3/15/2025,4/12/2025,C0399,Young Professional,Beach,Website,Card,Hạ Long,1,2925000,11%,Completed,2612000,3.7,FALSE,,
B00202,6/17/2025,8/19/2025,C0011,Young Professional,Beach,Agent,Card,Hội An,2,4262000,0%,Completed,8524000,3.5,TRUE,,
B00203,9/15/2024,10/31/2024,C0192,Young Professional,Family,Website,Card,Đà Nẵng,3,3799000,6%,Completed,10702000,3.5,TRUE,,
B00204,8/19/2024,9/7/2024,C0093,Young Professional,Beach,Website,Bank Transfer,Phú Quốc,1,4102000,19%,Completed,3314000,4.9,FALSE,,
B00205,3/17/2025,5/23/2025,C0386,Corporate,Foodie,Website,E-wallet,Hạ Long,1,2210000,11%,Completed,1974000,3.7,TRUE,,
B00206,4/5/2024,6/21/2024,C0300,Family,Family,Website,Card,Nha Trang,4,3599000,7%,Completed,13374000,4,FALSE,,
B00207,5/29/2024,7/24/2024,C0135,Family,Beach,Website,Card,Huế,1,3475000,3%,Completed,3388000,5,FALSE,,
B00208,1/9/2025,2/2/2025,C0237,Young Professional,Family,Website,Card,Hạ Long,3,3897000,12%,Completed,10311000,3.8,TRUE,,
B00209,2/20/2025,3/14/2025,C0255,Young Professional,Family,Mobile App,Card,TP.HCM,4,3555000,4%,Cancelled,0,,TRUE,,
B00210,3/15/2024,4/28/2024,C0209,Student,Family,Website,Card,Sa Pa,2,2215000,13%,Completed,3872000,4.7,FALSE,,
B00211,11/12/2024,1/2/2025,C0200,Young Professional,City Break,Agent,Card,Hội An,2,1411000,14%,Completed,2421000,4.7,TRUE,,
B00212,8/15/2024,10/8/2024,C0024,Corporate,Family,Website,Card,Hội An,5,3462000,14%,Completed,14904000,3.5,TRUE,,
B00213,11/8/2024,12/7/2024,C0191,Corporate,Adventure,Agent,Card,Nha Trang,1,3995000,2%,Completed,3899000,3.8,TRUE,,
B00214,8/20/2025,10/9/2025,C0147,Young Professional,Cultural,Agent,Bank Transfer,Hạ Long,1,3057000,10%,Completed,2754000,4.4,TRUE,,
B00215,2/17/2024,3/21/2024,C0344,Family,Family,Website,Card,Phú Quốc,5,3476000,15%,Completed,14738000,5,FALSE,,
B00216,9/12/2025,11/16/2025,C0364,Student,Foodie,Website,Card,Hội An,1,1783000,11%,Completed,1592000,3.8,TRUE,,
B00217,10/7/2024,12/20/2024,C0316,Young Professional,Adventure,Agent,Card,Hà Nội,1,3649000,5%,Completed,3470000,4,TRUE,,
B00218,4/26/2025,6/27/2025,C0013,Family,Family,Mobile App,Card,Nha Trang,5,4131000,14%,Completed,17846000,4.4,TRUE,,
B00219,9/21/2024,10/1/2024,C0354,Family,Cultural,Mobile App,Cash,Hạ Long,3,1838000,6%,Completed,5167000,4.5,FALSE,,
B00220,7/12/2024,10/10/2024,C0167,Family,Family,Website,Bank Transfer,Phú Quốc,4,2254000,19%,Completed,7348000,4.5,FALSE,,
B00221,4/25/2025,5/6/2025,C0175,Student,Foodie,Website,Bank Transfer,Hà Nội,2,-100000,5%,Completed,4810000,3.8,TRUE,,
B00222,3/4/2025,6/2/2025,C0397,Family,Beach,Mobile App,Cash,Hạ Long,3,2781000,9%,Completed,7626000,3.9,TRUE,,
B00223,3/30/2024,4/11/2024,C0365,Family,Beach,Agent,Card,Hạ Long,2,2938000,16%,Completed,4924000,4.3,FALSE,,
B00224,3/15/2025,5/5/2025,C0022,Young Professional,Adventure,Website,Card,Hội An,2,3118000,9%,Completed,5681000,4.8,TRUE,,
B00225,4/14/2025,5/2/2025,C0152,Corporate,Adventure,Agent,Card,Hà Nội,2,5065000,5%,Cancelled,0,,TRUE,,
B00226,8/29/2024,9/15/2024,C0315,Young Professional,Adventure,Mobile App,Card,Hội An,2,4849000,0%,Completed,9679000,4.2,FALSE,,
B00227,7/30/2025,10/3/2025,C0227,Student,Beach,Website,Bank Transfer,Hà Nội,2,4671000,8%,Completed,8567000,3.7,TRUE,,
B00228,2/3/2025,4/12/2025,C0109,Student,Cultural,Website,Card,Đà Lạt,1,2881000,15%,Completed,2443000,5,TRUE,,
B00229,7/26/2024,8/14/2024,C0221,Young Professional,Adventure,Website,Card,,2,-100000,2%,Completed,6956000,4.3,TRUE,,
B00230,1/7/2024,4/5/2024,C0364,Student,Adventure,Website,Card,Hạ Long,2,5816000,13%,Completed,10166000,4.7,FALSE,,
B00231,2/24/2025,3/31/2025,C0094,Young Professional,Family,Mobile App,Card,Đà Lạt,3,2763000,3%,Completed,8032000,4.2,TRUE,,
B00232,5/10/2024,6/14/2024,C0314,Young Professional,Family,Website,E-wallet,Hạ Long,3,3449000,5%,Completed,9819000,4.2,FALSE,,
B00233,4/16/2025,5/20/2025,C0309,Young Professional,Family,Website,Card,Hạ Long,4,4234000,5%,Cancelled,0,,TRUE,,
B00234,11/23/2024,1/9/2025,C0372,Young Professional,City Break,Mobile App,Card,Hà Nội,1,1248000,12%,Cancelled,0,,TRUE,,
B00235,10/17/2024,11/10/2024,C0126,Young Professional,Family,Mobile App,Card,Đà Nẵng,2,2232000,9%,Completed,4062000,4.8,FALSE,,
B00236,4/12/2024,5/26/2024,C0091,Student,Adventure,Mobile App,Bank Transfer,Phú Quốc,1,6630000,5%,Completed,6305000,4.2,FALSE,,
B00237,3/19/2025,4/15/2025,C0231,Student,Family,Mobile App,Card,Sa Pa,3,3824000,8%,Completed,10554000,4.3,TRUE,,
B00238,4/13/2024,4/27/2024,C0224,Corporate,Beach,Website,Cash,Đà Lạt,2,3834000,6%,Completed,7177000,3.6,TRUE,,
B00239,9/17/2024,10/26/2024,C0173,Young Professional,Cultural,Mobile App,Card,Phú Quốc,1,2656000,4%,Completed,2547000,3.7,TRUE,,
B00240,6/5/2025,8/8/2025,C0328,Young Professional,Adventure,Website,Card,Phú Quốc,1,3724000,10%,Completed,3340000,4.7,TRUE,,
B00241,7/27/2025,10/6/2025,C0336,Family,City Break,Website,Bank Transfer,Sa Pa,3,2093000,10%,Completed,5664000,5,TRUE,,
B00241,7/27/2025,10/6/2025,C0336,Family,City Break,Website,Bank Transfer,Sa Pa,3,2093000,10%,Completed,5664000,5,TRUE,,
B00242,9/8/2025,10/16/2025,C0104,Corporate,Family,Website,Card,Đà Nẵng,2,3281000,0%,Completed,6562000,3.9,TRUE,,
B00243,8/19/2025,9/24/2025,C0335,Student,Beach,Mobile App,Card,Hà Nội,1,4485000,8%,Completed,4113000,4.5,TRUE,,
B00244,12/12/2024,2/23/2025,C0097,Young Professional,Adventure,Mobile App,Cash,TP.HCM,2,3673000,18%,Completed,6060000,4.3,TRUE,,
B00245,5/4/2024,7/8/2024,C0172,Young Professional,Beach,Website,Card,TP.HCM,2,4275000,3%,Completed,8294000,4.1,TRUE,,
B00246,6/6/2025,8/22/2025,C0012,Corporate,Family,Agent,Card,Huế,4,3515000,12%,Completed,12373000,5,FALSE,,
B00247,5/14/2025,8/5/2025,C0143,Corporate,City Break,Agent,Bank Transfer,Hạ Long,3,1307000,3%,Completed,3819000,4,TRUE,,
B00248,9/8/2025,11/23/2025,C0403,Family,Adventure,Website,Card,Sa Pa,3,4413000,15%,Completed,11253000,4.8,TRUE,,
B00249,2/9/2025,5/5/2025,C0186,Family,Adventure,Mobile App,Card,TP.HCM,1,5552000,18%,Cancelled,0,,TRUE,,
B00250,3/29/2024,5/11/2024,C0299,Family,Cultural,Website,Card,Hội An,2,3393000,15%,Completed,5788000,4.2,TRUE,,
B00251,11/9/2024,12/20/2024,C0046,Family,Cultural,Call Center,Bank Transfer,TP.HCM,2,1924000,1%,Completed,3829000,4.9,TRUE,,
B00252,10/6/2024,11/11/2024,C0267,Young Professional,City Break,Website,Card,Đà Lạt,1,1532000,6%,Completed,1435000,4.3,FALSE,,
B00253,6/9/2025,7/8/2025,C0157,Young Professional,Family,Website,Card,Đà Nẵng,5,3546000,11%,Completed,15833000,4.2,TRUE,,
B00254,9/1/2024,11/10/2024,C0313,Young Professional,Adventure,Website,Cash,Hạ Long,1,5476000,7%,Completed,5082000,4.9,FALSE,,
B00255,7/23/2024,9/28/2024,C0390,Corporate,Cultural,Website,Cash,TP.HCM,3,2280000,18%,Completed,5616000,4.8,TRUE,,
B00256,2/19/2024,5/3/2024,C0224,Corporate,Beach,Mobile App,E-wallet,Phú Quốc,2,3637000,9%,Completed,6590000,4.8,FALSE,,
B00257,6/4/2025,6/27/2025,C0044,Young Professional,Beach,Mobile App,Card,Huế,2,3150000,7%,Completed,5884000,2.3,TRUE,,
B00258,4/15/2025,6/3/2025,C0200,Young Professional,Beach,Website,Card,Phú Quốc,1,3652000,1%,Completed,3634000,4.4,TRUE,,
B00259,1/26/2024,2/22/2024,C0052,Student,Cultural,Mobile App,Card,Hà Nội,3,1712000,8%,Completed,4705000,4.3,FALSE,,
B00260,9/27/2024,12/18/2024,C0189,Family,Foodie,Agent,Cash,Hạ Long,2,1909000,3%,Completed,3723000,4.2,TRUE,,
B00261,10/25/2024,11/25/2024,C0026,Student,Adventure,Agent,Card,Phú Quốc,1,5456000,13%,Completed,4725000,4.5,FALSE,,
B00262,10/19/2024,11/9/2024,C0269,Student,Cultural,Mobile App,Cash,Nha Trang,1,2683000,13%,Completed,2345000,4.3,TRUE,,
B00263,7/26/2025,9/20/2025,C0131,Student,Beach,Website,Card,Phú Quốc,2,3973000,15%,Completed,6770000,4.5,TRUE,,
B00264,4/3/2024,6/23/2024,C0085,Student,Cultural,Website,Bank Transfer,Hạ Long,1,3548000,4%,Completed,3406000,4.1,FALSE,,
B00265,7/9/2024,10/1/2024,C0008,Family,City Break,Agent,Bank Transfer,Nha Trang,2,2061000,6%,Completed,3858000,4.9,FALSE,,
B00266,4/22/2024,5/9/2024,C0373,Young Professional,Cultural,Agent,Card,Hội An,2,2842000,13%,Completed,4939000,4.6,FALSE,,
B00267,6/1/2024,7/7/2024,C0352,Student,Family,Mobile App,E-wallet,Nha Trang,3,4068000,2%,Completed,11972000,4.5,FALSE,,
B00268,7/19/2025,8/10/2025,C0341,Student,City Break,Agent,E-wallet,Hà Nội,2,2677000,10%,Completed,4803000,4.4,TRUE,,
B00269,8/9/2025,9/12/2025,C0025,Family,Beach,Website,Card,Sa Pa,1,4142000,11%,Completed,3674000,4.8,TRUE,,
B00270,1/28/2024,3/21/2024,C0147,Young Professional,Family,Mobile App,Card,TP.HCM,5,2499000,10%,Completed,11246000,4.7,TRUE,,
B00271,1/28/2025,3/1/2025,C0408,Family,Foodie,Website,Cash,Đà Lạt,3,1844000,15%,Completed,4713000,4.1,TRUE,,
B00272,5/25/2024,6/9/2024,C0244,Young Professional,Cultural,Website,Card,Đà Lạt,1,2215000,6%,Completed,2089000,4.7,FALSE,,
B00273,4/29/2024,6/19/2024,C0054,Family,Beach,Mobile App,Card,Đà Nẵng,2,5391000,0%,Completed,10782000,4.3,TRUE,,
B00274,6/30/2024,7/14/2024,C0060,Student,Foodie,Website,Card,Đà Lạt,2,1798000,2%,Completed,3531000,5,TRUE,,
B00275,5/1/2024,5/29/2024,C0111,Young Professional,City Break,Agent,E-wallet,Phú Quốc,4,1993000,18%,Completed,6513000,4.7,FALSE,,
B00276,11/1/2024,11/11/2024,C0409,Student,Adventure,Website,Card,Đà Nẵng,1,3863000,13%,Completed,3380000,3.9,FALSE,,
B00277,9/12/2025,9/29/2025,C0072,Young Professional,Adventure,Agent,Bank Transfer,TP.HCM,2,4038000,2%,Completed,7923000,5,TRUE,,
B00278,12/31/2024,2/14/2025,C0380,Family,Beach,Agent,Card,Hạ Long,3,3615000,14%,Completed,9316000,3.1,FALSE,,
B00279,3/26/2025,6/12/2025,C0285,Family,Cultural,Mobile App,Card,Huế,1,2588000,4%,Completed,2490000,4.5,TRUE,,
B00280,11/3/2024,1/14/2025,C0388,Corporate,Adventure,Agent,Bank Transfer,Nha Trang,2,3701000,7%,Completed,6899000,3.9,TRUE,,
B00281,1/9/2024,1/27/2024,C0347,Corporate,Beach,Website,Card,Đà Lạt,1,3937000,5%,Completed,3736000,5,FALSE,,
B00282,2/22/2024,3/5/2024,C0140,Student,Family,Website,Card,Hà Nội,4,3008000,18%,Completed,9866000,4.3,FALSE,,
B00283,6/16/2024,7/23/2024,C0348,Young Professional,Foodie,Website,Card,Hà Nội,1,1518000,0%,Completed,1518000,3.8,FALSE,,
B00284,5/31/2024,8/1/2024,C0072,Young Professional,City Break,Website,Cash,Đà Lạt,4,2816000,3%,Completed,10971000,4.1,TRUE,,
B00285,6/7/2025,8/16/2025,C0123,Student,Cultural,Agent,Card,Huế,1,2649000,7%,Completed,2477000,3.8,TRUE,,
B00286,6/9/2025,8/24/2025,C0089,Student,Beach,Mobile App,Card,Sa Pa,1,4139000,12%,Cancelled,0,,TRUE,,
B00287,6/16/2025,7/23/2025,C0056,Family,Foodie,Website,Card,Đà Lạt,3,2854000,8%,Completed,7860000,4,TRUE,,
B00288,2/1/2025,2/24/2025,C0038,Young Professional,Foodie,Website,Card,Huế,3,2780000,7%,Completed,7765000,3.8,TRUE,,
B00289,12/12/2024,12/24/2024,C0079,Family,Adventure,Mobile App,Card,Nha Trang,2,3972000,12%,Completed,6983000,4.3,TRUE,,
B00290,2/8/2025,3/1/2025,C0051,Student,Family,Agent,Card,Đà Nẵng,4,3854000,4%,Completed,14815000,4.4,TRUE,,
B00291,9/10/2024,9/25/2024,C0160,Family,Adventure,Website,Card,Nha Trang,1,5547000,14%,Completed,4793000,3.7,TRUE,,
B00292,2/21/2025,5/11/2025,C0030,Family,Cultural,Agent,Card,Đà Nẵng,2,3031000,15%,Completed,5159000,3.4,TRUE,,
B00293,5/9/2025,6/9/2025,C0026,Student,Beach,Mobile App,Cash,Hạ Long,1,3887000,3%,Completed,3790000,4.4,TRUE,,
B00294,4/20/2025,7/5/2025,C0416,Young Professional,Beach,Agent,Bank Transfer,Đà Lạt,1,2769000,9%,Completed,2525000,4.5,TRUE,,
B00295,1/17/2025,3/12/2025,C0037,Student,Cultural,Website,Card,Phú Quốc,3,3276000,9%,Completed,8953000,4.6,TRUE,,
B00295,1/17/2025,3/12/2025,C0037,Student,Cultural,Website,Card,Phú Quốc,3,3276000,9%,Completed,8953000,4.6,TRUE,,
B00296,2/6/2024,3/30/2024,C0032,Corporate,City Break,Mobile App,Card,Đà Lạt,2,-100000,16%,Completed,2774000,4.5,TRUE,,
B00297,3/27/2025,5/12/2025,C0013,Family,Beach,Website,Card,Hạ Long,1,3635000,1%,Completed,3599000,5,FALSE,,
B00298,8/16/2024,10/31/2024,C0056,Family,Beach,Website,E-wallet,Phú Quốc,1,4348000,14%,Completed,3739000,4.7,TRUE,,
B00299,4/8/2025,4/21/2025,C0222,Young Professional,Adventure,Agent,Card,Nha Trang,3,3934000,10%,Completed,10681000,5,TRUE,,
B00300,12/2/2024,12/19/2024,C0348,Young Professional,Beach,Mobile App,Card,TP.HCM,1,3012000,11%,Completed,2693000,5,TRUE,,
B00301,7/2/2025,8/15/2025,C0309,Young Professional,Beach,Website,Card,,1,4369000,6%,Completed,4116000,3.3,TRUE,,
B00302,7/29/2024,9/8/2024,C0244,Young Professional,Adventure,Agent,Card,Hội An,1,2855000,20%,Cancelled,0,,TRUE,,
B00303,8/3/2025,9/26/2025,C0036,Student,Cultural,Website,Card,Đà Nẵng,1,3959000,15%,Completed,3365000,4.2,TRUE,,
B00304,6/10/2025,8/18/2025,C0326,Family,Family,Mobile App,Card,Phú Quốc,3,2417000,6%,Cancelled,0,,TRUE,,
B00305,7/25/2024,9/20/2024,C0016,Young Professional,Foodie,Call Center,Cash,Hà Nội,4,2365000,17%,Cancelled,0,,TRUE,,
B00306,10/27/2024,11/26/2024,C0265,Corporate,Beach,Mobile App,Cash,Đà Nẵng,1,3097000,17%,Completed,2577000,4.6,FALSE,,
B00307,11/27/2024,1/2/2025,C0172,Young Professional,Foodie,Agent,Cash,Hội An,2,2186000,15%,Completed,3725000,4.1,TRUE,,
B00308,4/23/2025,7/2/2025,C0371,Family,Foodie,Mobile App,Bank Transfer,Đà Lạt,2,2992000,0%,Completed,5984000,3.9,TRUE,,
B00309,3/5/2025,3/31/2025,C0130,Family,City Break,Agent,Card,Nha Trang,2,1884000,6%,Completed,3538000,3.9,TRUE,,
B00310,6/14/2025,8/3/2025,C0269,Student,Family,Mobile App,E-wallet,Đà Nẵng,4,2966000,12%,Completed,10500000,4.1,TRUE,,
B00311,8/18/2024,10/10/2024,C0185,Family,Family,Mobile App,Bank Transfer,TP.HCM,4,3412000,5%,Completed,13034000,4.6,FALSE,,
B00312,11/10/2024,1/19/2025,C0220,Young Professional,Family,Website,Bank Transfer,Hà Nội,4,3806000,17%,Completed,12590000,4,TRUE,,
B00313,9/25/2024,12/1/2024,C0395,Student,Family,Agent,Bank Transfer,TP.HCM,4,2459000,9%,Completed,8970000,4.1,TRUE,,
B00314,7/20/2025,9/5/2025,C0300,Family,Beach,Website,Card,Huế,2,4403000,8%,Completed,8137000,4.5,TRUE,,
B00315,7/9/2024,8/13/2024,C0175,Student,Foodie,Call Center,Card,Hội An,2,1833000,0%,Completed,3666000,4.1,TRUE,,
B00316,12/31/2024,2/8/2025,C0188,Student,Adventure,Website,Card,Nha Trang,2,5927000,9%,Completed,10835000,4.8,TRUE,,
B00317,3/15/2024,4/27/2024,C0296,Corporate,City Break,Website,Card,,1,2337000,25%,Completed,1764000,3.7,FALSE,,
B00318,6/13/2025,7/10/2025,C0146,Young Professional,Cultural,Agent,Card,Phú Quốc,2,2729000,3%,Completed,5322000,3.6,FALSE,,
B00319,8/27/2024,10/26/2024,C0071,Young Professional,Beach,Website,Card,TP.HCM,2,4986000,7%,Completed,9254000,4.4,FALSE,,
B00320,7/31/2024,8/26/2024,C0197,Family,Adventure,Website,Card,Đà Nẵng,1,6112000,2%,Completed,5990000,4.4,FALSE,,
B00321,12/29/2024,3/1/2025,C0029,Student,Adventure,Agent,E-wallet,Phú Quốc,3,5653000,19%,Completed,13686000,3.8,TRUE,,
B00322,11/6/2024,1/15/2025,C0072,Young Professional,Cultural,Website,Cash,Nha Trang,1,3199000,11%,Completed,2863000,4.9,TRUE,,
B00323,6/12/2025,9/7/2025,C0177,Young Professional,Cultural,Website,Cash,Sa Pa,1,2393000,8%,Completed,2197000,5,TRUE,,
B00324,11/27/2024,12/16/2024,C0335,Student,Cultural,Mobile App,Card,Hạ Long,3,2429000,12%,Completed,6434000,3.9,TRUE,,
B00325,11/18/2024,1/28/2025,C0329,Family,Adventure,Website,Cash,Hạ Long,1,4662000,16%,Completed,3939000,4.9,FALSE,,
B00326,3/6/2024,3/22/2024,C0110,Corporate,Cultural,Website,Bank Transfer,TP.HCM,1,3453000,7%,Completed,3229000,3,FALSE,,
B00327,1/14/2024,2/20/2024,C0178,Corporate,Foodie,Website,Cash,Hà Nội,1,1526000,5%,Completed,1454000,4.7,FALSE,,
B00328,9/5/2024,9/29/2024,C0065,Family,Beach,Website,Cash,TP.HCM,3,2525000,19%,Completed,6143000,3.8,TRUE,,
B00329,9/13/2025,10/6/2025,C0318,Family,Cultural,Website,Card,Sa Pa,1,2247000,12%,Completed,1975000,4.7,TRUE,,
B00330,7/25/2025,8/18/2025,C0104,Corporate,Cultural,Website,Card,Hạ Long,2,2952000,0%,Completed,5904000,3.7,TRUE,,
B00331,1/26/2025,2/8/2025,C0336,Family,Adventure,Mobile App,Cash,Huế,2,4638000,1%,Completed,9155000,4.2,TRUE,,
B00332,1/28/2025,4/14/2025,C0354,Family,Adventure,Mobile App,E-wallet,Đà Nẵng,2,3931000,-20%,Completed,7445000,3.8,TRUE,,
B00333,8/31/2024,9/14/2024,C0290,Student,Family,Website,Card,Hạ Long,5,3065000,5%,Completed,14620000,4.1,TRUE,,
B00334,4/20/2024,6/1/2024,C0139,Family,Foodie,Website,Card,Hội An,3,1699000,0%,Completed,5097000,5,FALSE,,
B00334,4/20/2024,6/1/2024,C0139,Family,Foodie,Website,Card,Hội An,3,1699000,0%,Completed,5097000,5,FALSE,,
B00335,1/6/2024,3/12/2024,C0401,Young Professional,Cultural,Agent,Card,Hạ Long,1,3390000,-20%,Completed,3207000,4.1,FALSE,,
B00336,7/30/2024,10/28/2024,C0289,Young Professional,Family,Mobile App,Card,Hội An,5,2121000,7%,Completed,9916000,5,FALSE,,
B00337,7/16/2024,10/3/2024,C0272,Student,Beach,Website,E-wallet,TP.HCM,2,2530000,9%,Completed,4594000,4,FALSE,,
B00338,4/29/2024,5/20/2024,C0360,Family,Cultural,Mobile App,Bank Transfer,Hà Nội,1,3472000,22%,Completed,2701000,4.9,FALSE,,
B00339,6/10/2024,9/8/2024,C0371,Family,Adventure,Website,Card,Huế,1,4753000,10%,Completed,4259000,3.4,FALSE,,
B00340,1/16/2024,3/18/2024,C0033,Young Professional,Beach,Agent,Card,Nha Trang,2,5753000,11%,Completed,10240000,4.1,FALSE,,
B00341,1/13/2025,2/6/2025,C0371,Family,Family,Agent,Card,Đà Lạt,2,3628000,15%,Completed,6160000,3.9,TRUE,,
B00342,7/31/2025,9/15/2025,C0322,Young Professional,Family,Agent,Card,Đà Lạt,4,2679000,11%,Completed,9580000,5,TRUE,,
B00343,3/6/2025,5/29/2025,C0087,Family,Family,Website,Card,Đà Lạt,3,2670000,14%,Completed,6857000,4.3,FALSE,,
B00344,10/6/2024,11/16/2024,C0130,Family,Adventure,Website,Bank Transfer,Huế,2,3689000,14%,Completed,6367000,3.2,TRUE,,
B00345,9/18/2024,10/12/2024,C0317,Young Professional,Family,Website,Cash,Hà Nội,2,2739000,13%,Cancelled,0,,TRUE,,
B00346,7/10/2024,9/28/2024,C0091,Student,Cultural,Website,Card,TP.HCM,3,1780000,29%,Completed,3813000,3.7,TRUE,,
B00347,3/29/2024,6/24/2024,C0191,Corporate,Beach,Website,Bank Transfer,Sa Pa,1,3390000,10%,Cancelled,0,,FALSE,,
B00348,1/7/2025,4/6/2025,C0290,Student,Beach,Mobile App,Bank Transfer,Hội An,1,3423000,6%,Completed,3235000,4.6,TRUE,,
B00349,12/18/2024,3/15/2025,C0274,Family,Family,Website,Card,TP.HCM,3,2331000,14%,Completed,6000000,4,TRUE,,
B00350,1/5/2024,3/25/2024,C0383,Family,Foodie,Agent,Cash,Hà Nội,1,2135000,7%,Completed,1981000,3.9,FALSE,,
B00351,9/15/2024,10/31/2024,C0047,Young Professional,Beach,Website,Cash,Đà Nẵng,2,4288000,15%,Cancelled,0,,TRUE,,
B00352,6/22/2024,7/17/2024,C0124,Young Professional,Adventure,Website,Bank Transfer,Đà Nẵng,2,5546000,1%,Cancelled,0,,FALSE,,
B00353,4/16/2024,6/14/2024,C0414,Corporate,Family,Agent,Card,Hà Nội,2,2073000,2%,Completed,4080000,4.4,TRUE,,
B00354,3/13/2025,4/9/2025,C0239,Student,City Break,Agent,Card,Đà Nẵng,3,1875000,14%,Completed,4832000,4.4,TRUE,,
B00355,11/23/2024,1/10/2025,C0105,Family,Adventure,Website,Card,Sa Pa,1,4187000,18%,Completed,3433000,4.1,TRUE,,
B00356,1/29/2025,4/2/2025,C0122,Family,Family,Mobile App,Card,Hạ Long,2,4264000,15%,Completed,7249000,4.4,TRUE,,
B00357,3/20/2025,6/14/2025,C0143,Corporate,Family,Website,Card,Hạ Long,4,3057000,9%,Completed,11079000,4.3,TRUE,,
B00358,9/3/2025,10/6/2025,C0233,Corporate,City Break,Website,Bank Transfer,Đà Lạt,2,2117000,14%,Cancelled,0,,TRUE,,
B00359,5/15/2025,6/14/2025,C0120,Family,Beach,Mobile App,Card,,2,2610000,7%,Completed,4870000,3.5,TRUE,,
B00360,1/21/2025,3/31/2025,C0262,Family,Foodie,Website,Card,Huế,1,1846000,9%,Completed,1680000,4.5,FALSE,,
B00361,7/1/2025,7/11/2025,C0188,Student,Beach,Mobile App,E-wallet,Sa Pa,1,2758000,9%,Completed,2502000,4.7,TRUE,,
B00362,10/24/2024,12/18/2024,C0257,Family,City Break,Website,Card,Hội An,2,2387000,10%,Completed,4292000,4.4,TRUE,,
B00363,9/5/2025,11/14/2025,C0066,Family,Beach,Mobile App,Card,Đà Nẵng,1,3666000,12%,Completed,3241000,4.5,TRUE,,
B00364,4/19/2025,6/12/2025,C0262,Family,Beach,Agent,Cash,Đà Lạt,1,2925000,6%,Cancelled,0,,TRUE,,
B00365,2/9/2025,3/22/2025,C0389,Student,Beach,Website,Card,Nha Trang,4,3523000,22%,Completed,11062000,4.6,TRUE,,
B00366,7/16/2025,10/1/2025,C0057,Young Professional,Cultural,Website,Card,Hội An,2,3256000,12%,Completed,5737000,4.2,TRUE,,
B00367,11/16/2024,12/26/2024,C0138,Young Professional,Cultural,Website,Cash,Hà Nội,1,1758000,6%,Completed,1647000,3.6,TRUE,,
B00368,3/24/2025,5/30/2025,C0292,Student,Beach,Agent,Card,Huế,1,4450000,15%,Completed,3787000,4.6,TRUE,,
B00369,6/26/2024,8/12/2024,C0260,Family,Adventure,Mobile App,Card,Hội An,2,5624000,6%,Completed,10618000,3.4,FALSE,,
B00370,8/23/2025,9/4/2025,C0284,Young Professional,Cultural,Agent,Card,Hội An,1,2687000,7%,Completed,2496000,4.3,TRUE,,
