Mã đặt chỗ,Ngày đặt tour,Ngày đi tour,Mã khách hàng,Nhóm khách hàng,Loại tour,Kênh bán hàng,Kênh thanh toán,Địa điểm,Số lượng người đi,Giá gốc (VND),Giảm giá,Mức độ hoàn thành,Giá cuối cùng,Mức độ hài lòng,Trở lại sử dụng dịch vụ
B00166,7/27/2025,10/9/2025,C0148,Người đi làm,Gia đình,Đại lý,Thẻ,Hội An,5,2402000,19%,Hoàn thành,9752000,4.7,Đúng
B00167,6/13/2025,7/3/2025,C0150,Học sinh,Ăn uống,Đại lý,Thẻ,Đà Lạt,3,2784000,9%,Hoàn thành,7584000,4.4,Đúng
B00168,11/9/2024,1/25/2025,C0269,Học sinh,Biển,Website,Tiền,Hội An,1,4899000,20%,Hoàn thành,3914000,4,Đúng
B00169,4/1/2025,4/29/2025,C0277,Người đi làm,Gia đình,App điện thoại,Chuyển khoản,Hà Nội,4,3225000,14%,Hoàn thành,11042000,3.2,Đúng
B00170,11/20/2024,12/11/2024,C0200,Người đi làm,Biển,Website,Chuyển khoản,TP.HCM,3,4533000,0%,Hủy bỏ,0,,Đúng
B00171,6/16/2024,8/21/2024,C0030,Gia đình,Khám phá,App điện thoại,Chuyển khoản,Phú Quốc,2,4966000,1%,Hoàn thành,9833000,3.7,Đúng
B00172,5/13/2025,7/24/2025,C0415,Học sinh,Gia đình,App điện thoại,Chuyển khoản,Nha Trang,4,3778000,8%,Hoàn thành,13918000,4.9,Đúng
B00173,6/2/2024,7/30/2024,C0094,Người đi làm,Văn hóa,App điện thoại,Chuyển khoản,Khác,2,2476000,5%,Hoàn thành,4729000,4.5,Đúng
B00174,7/14/2024,8/2/2024,C0040,Gia đình,Biển,App điện thoại,Thẻ,Phú Quốc,2,3361000,4%,Hủy bỏ,0,,Đúng
B00175,11/19/2024,12/8/2024,C0251,Gia đình,Khám phá,Đại lý,Tiền,Hội An,1,4991000,2%,Hoàn thành,4911000,4.4,Sai
B00176,6/5/2025,7/16/2025,C0174,Doanh nghiệp,Ăn uống,Website,Thẻ,Hạ Long,1,3285000,10%,Hoàn thành,2963000,5,Đúng
B00177,8/27/2024,10/12/2024,C0259,Học sinh,Văn hóa,Website,Thẻ,Hà Nội,3,2464000,15%,Hoàn thành,6305000,5,Sai
B00178,11/3/2024,2/1/2025,C0368,Gia đình,Biển,Website,Thẻ,Phú Quốc,3,3911000,15%,Hoàn thành,9973000,3.9,Sai
B00179,1/26/2024,2/28/2024,C0041,Người đi làm,Biển,App điện thoại,Chuyển khoản,Phú Quốc,3,4900000,8%,Hoàn thành,13495000,3.8,Sai
B00180,3/13/2024,4/7/2024,C0120,Gia đình,Khám phá,App điện thoại,Chuyển khoản,Đà Nẵng,1,4281000,13%,Hoàn thành,3720000,4.3,Đúng
B00181,2/4/2024,4/30/2024,C0217,Học sinh,Khám phá,App điện thoại,Ví điện tử,TP.HCM,1,5820000,4%,Hoàn thành,5587000,4.1,Sai
B00182,2/14/2024,3/7/2024,C0331,Gia đình,City Break,Đại lý,Ví điện tử,Đà Nẵng,1,1922000,11%,Hoàn thành,1707000,4.8,Sai
B00183,6/25/2025,7/7/2025,C0253,Người đi làm,Gia đình,Website,Chuyển khoản,TP.HCM,4,3987000,0%,Hoàn thành,15948000,4.6,Đúng
B00184,6/8/2025,7/22/2025,C0161,Học sinh,City Break,App điện thoại,Thẻ,Hội An,2,1383000,0%,Hoàn thành,2766000,3.4,Đúng
B00185,5/27/2025,7/8/2025,C0257,Gia đình,City Break,Đại lý,Chuyển khoản,TP.HCM,4,2262000,5%,Hoàn thành,8623000,4.4,Đúng
B00186,2/4/2024,4/4/2024,C0412,Gia đình,Văn hóa,Website,Chuyển khoản,Phú Quốc,1,1668000,26%,Hoàn thành,1229000,4.1,Sai
B00187,2/18/2024,5/9/2024,C0202,Doanh nghiệp,Khám phá,Website,Chuyển khoản,TP.HCM,2,4867000,1%,Hoàn thành,9617000,4.2,Sai
B00188,6/23/2024,9/16/2024,C0372,Người đi làm,Văn hóa,Website,Thẻ,Hà Nội,2,2819000,5%,Hoàn thành,5384000,4.3,Đúng
B00189,12/18/2024,1/20/2025,C0328,Người đi làm,Văn hóa,Website,Thẻ,Đà Lạt,1,2521000,13%,Hủy bỏ,0,,Đúng
B00190,7/27/2024,10/24/2024,C0127,Người đi làm,Ăn uống,Đại lý,Ví điện tử,TP.HCM,4,2152000,23%,Hoàn thành,6663000,4.7,Sai
B00191,10/30/2024,12/30/2024,C0105,Gia đình,Gia đình,Đại lý,Thẻ,Huế,4,3141000,7%,Hoàn thành,11710000,3.8,Đúng
B00192,4/17/2024,5/2/2024,C0324,Người đi làm,Ăn uống,App điện thoại,Thẻ,Đà Nẵng,1,3350000,16%,Hoàn thành,2807000,4.2,Đúng
B00193,3/31/2025,6/25/2025,C0088,Người đi làm,Văn hóa,Website,Thẻ,Đà Nẵng,1,3351000,5%,Hoàn thành,3197000,4,Đúng
B00194,7/14/2024,8/4/2024,C0142,Người đi làm,Khám phá,App điện thoại,Thẻ,TP.HCM,3,5514000,4%,Hoàn thành,15880000,3.4,Đúng
B00195,2/11/2024,4/8/2024,C0099,Học sinh,Khám phá,Đại lý,Thẻ,Đà Lạt,2,3400000,13%,Hoàn thành,5950000,4.1,Sai
B00196,4/7/2025,6/20/2025,C0255,Người đi làm,Biển,Website,Ví điện tử,Hội An,2,5057000,3%,Hoàn thành,9770000,5,Đúng
B00197,7/16/2025,8/15/2025,C0124,Người đi làm,Văn hóa,Đại lý,Chuyển khoản,Sa Pa,2,2142000,9%,Hoàn thành,3903000,3.3,Đúng
B00198,1/10/2024,2/10/2024,C0277,Người đi làm,Khám phá,Website,Ví điện tử,Đà Lạt,1,3061000,2%,Hoàn thành,2988000,4.2,Sai
B00199,9/29/2024,11/16/2024,C0393,Gia đình,Biển,Website,Thẻ,Phú Quốc,2,4474000,17%,Hủy bỏ,0,,Sai
B00200,5/30/2025,8/19/2025,C0349,Gia đình,Ăn uống,Website,Thẻ,Nha Trang,3,3131000,6%,Hoàn thành,8811000,4.3,Đúng
B00201,3/15/2025,4/12/2025,C0399,Người đi làm,Biển,Website,Thẻ,Hạ Long,1,2925000,11%,Hoàn thành,2612000,3.7,Sai
B00202,6/17/2025,8/19/2025,C0011,Người đi làm,Biển,Đại lý,Thẻ,Hội An,2,4262000,0%,Hoàn thành,8524000,3.5,Đúng
B00203,9/15/2024,10/31/2024,C0192,Người đi làm,Gia đình,Website,Thẻ,Đà Nẵng,3,3799000,6%,Hoàn thành,10702000,3.5,Đúng
B00204,8/19/2024,9/7/2024,C0093,Người đi làm,Biển,Website,Chuyển khoản,Phú Quốc,1,4102000,19%,Hoàn thành,3314000,4.9,Sai
B00205,3/17/2025,5/23/2025,C0386,Doanh nghiệp,Ăn uống,Website,Ví điện tử,Hạ Long,1,2210000,11%,Hoàn thành,1974000,3.7,Đúng
B00206,4/5/2024,6/21/2024,C0300,Gia đình,Gia đình,Website,Thẻ,Nha Trang,4,3599000,7%,Hoàn thành,13374000,4,Sai
B00207,5/29/2024,7/24/2024,C0135,Gia đình,Biển,Website,Thẻ,Huế,1,3475000,3%,Hoàn thành,3388000,5,Sai
B00208,1/9/2025,2/2/2025,C0237,Người đi làm,Gia đình,Website,Thẻ,Hạ Long,3,3897000,12%,Hoàn thành,10311000,3.8,Đúng
B00209,2/20/2025,3/14/2025,C0255,Người đi làm,Gia đình,App điện thoại,Thẻ,TP.HCM,4,3555000,4%,Hủy bỏ,0,,Đúng
B00210,3/15/2024,4/28/2024,C0209,Học sinh,Gia đình,Website,Thẻ,Sa Pa,2,2215000,13%,Hoàn thành,3872000,4.7,Sai
B00211,11/12/2024,1/2/2025,C0200,Người đi làm,City Break,Đại lý,Thẻ,Hội An,2,1411000,14%,Hoàn thành,2421000,4.7,Đúng
B00212,8/15/2024,10/8/2024,C0024,Doanh nghiệp,Gia đình,Website,Thẻ,Hội An,5,3462000,14%,Hoàn thành,14904000,3.5,Đúng
B00213,11/8/2024,12/7/2024,C0191,Doanh nghiệp,Khám phá,Đại lý,Thẻ,Nha Trang,1,3995000,2%,Hoàn thành,3899000,3.8,Đúng
B00214,8/20/2025,10/9/2025,C0147,Người đi làm,Văn hóa,Đại lý,Chuyển khoản,Hạ Long,1,3057000,10%,Hoàn thành,2754000,4.4,Đúng
B00215,2/17/2024,3/21/2024,C0344,Gia đình,Gia đình,Website,Thẻ,Phú Quốc,5,3476000,15%,Hoàn thành,14738000,5,Sai
B00216,9/12/2025,11/16/2025,C0364,Học sinh,Ăn uống,Website,Thẻ,Hội An,1,1783000,11%,Hoàn thành,1592000,3.8,Đúng
B00217,10/7/2024,12/20/2024,C0316,Người đi làm,Khám phá,Đại lý,Thẻ,Hà Nội,1,3649000,5%,Hoàn thành,3470000,4,Đúng
B00218,4/26/2025,6/27/2025,C0013,Gia đình,Gia đình,App điện thoại,Thẻ,Nha Trang,5,4131000,14%,Hoàn thành,17846000,4.4,Đúng
B00219,9/21/2024,10/1/2024,C0354,Gia đình,Văn hóa,App điện thoại,Tiền,Hạ Long,3,1838000,6%,Hoàn thành,5167000,4.5,Sai
B00220,7/12/2024,10/10/2024,C0167,Gia đình,Gia đình,Website,Chuyển khoản,Phú Quốc,4,2254000,19%,Hoàn thành,7348000,4.5,Sai
B00221,4/25/2025,5/6/2025,C0175,Học sinh,Ăn uống,Website,Chuyển khoản,Hà Nội,2,-100000,5%,Hoàn thành,4810000,3.8,Đúng
B00222,3/4/2025,6/2/2025,C0397,Gia đình,Biển,App điện thoại,Tiền,Hạ Long,3,2781000,9%,Hoàn thành,7626000,3.9,Đúng
B00223,3/30/2024,4/11/2024,C0365,Gia đình,Biển,Đại lý,Thẻ,Hạ Long,2,2938000,16%,Hoàn thành,4924000,4.3,Sai
B00224,3/15/2025,5/5/2025,C0022,Người đi làm,Khám phá,Website,Thẻ,Hội An,2,3118000,9%,Hoàn thành,5681000,4.8,Đúng
B00225,4/14/2025,5/2/2025,C0152,Doanh nghiệp,Khám phá,Đại lý,Thẻ,Hà Nội,2,5065000,5%,Hủy bỏ,0,,Đúng
B00226,8/29/2024,9/15/2024,C0315,Người đi làm,Khám phá,App điện thoại,Thẻ,Hội An,2,4849000,0%,Hoàn thành,9679000,4.2,Sai
B00227,7/30/2025,10/3/2025,C0227,Học sinh,Biển,Website,Chuyển khoản,Hà Nội,2,4671000,8%,Hoàn thành,8567000,3.7,Đúng
B00228,2/3/2025,4/12/2025,C0109,Học sinh,Văn hóa,Website,Thẻ,Đà Lạt,1,2881000,15%,Hoàn thành,2443000,5,Đúng
B00229,7/26/2024,8/14/2024,C0221,Người đi làm,Khám phá,Website,Thẻ,Khác,2,-100000,2%,Hoàn thành,6956000,4.3,Đúng
B00230,1/7/2024,4/5/2024,C0364,Học sinh,Khám phá,Website,Thẻ,Hạ Long,2,5816000,13%,Hoàn thành,10166000,4.7,Sai
B00231,2/24/2025,3/31/2025,C0094,Người đi làm,Gia đình,App điện thoại,Thẻ,Đà Lạt,3,2763000,3%,Hoàn thành,8032000,4.2,Đúng
B00232,5/10/2024,6/14/2024,C0314,Người đi làm,Gia đình,Website,Ví điện tử,Hạ Long,3,3449000,5%,Hoàn thành,9819000,4.2,Sai
B00233,4/16/2025,5/20/2025,C0309,Người đi làm,Gia đình,Website,Thẻ,Hạ Long,4,4234000,5%,Hủy bỏ,0,,Đúng
B00234,11/23/2024,1/9/2025,C0372,Người đi làm,City Break,App điện thoại,Thẻ,Hà Nội,1,1248000,12%,Hủy bỏ,0,,Đúng
B00235,10/17/2024,11/10/2024,C0126,Người đi làm,Gia đình,App điện thoại,Thẻ,Đà Nẵng,2,2232000,9%,Hoàn thành,4062000,4.8,Sai
B00236,4/12/2024,5/26/2024,C0091,Học sinh,Khám phá,App điện thoại,Chuyển khoản,Phú Quốc,1,6630000,5%,Hoàn thành,6305000,4.2,Sai
B00237,3/19/2025,4/15/2025,C0231,Học sinh,Gia đình,App điện thoại,Thẻ,Sa Pa,3,3824000,8%,Hoàn thành,10554000,4.3,Đúng
B00238,4/13/2024,4/27/2024,C0224,Doanh nghiệp,Biển,Website,Tiền,Đà Lạt,2,3834000,6%,Hoàn thành,7177000,3.6,Đúng
B00239,9/17/2024,10/26/2024,C0173,Người đi làm,Văn hóa,App điện thoại,Thẻ,Phú Quốc,1,2656000,4%,Hoàn thành,2547000,3.7,Đúng
B00240,6/5/2025,8/8/2025,C0328,Người đi làm,Khám phá,Website,Thẻ,Phú Quốc,1,3724000,10%,Hoàn thành,3340000,4.7,Đúng
B00241,7/27/2025,10/6/2025,C0336,Gia đình,City Break,Website,Chuyển khoản,Sa Pa,3,2093000,10%,Hoàn thành,5664000,5,Đúng
B00241,7/27/2025,10/6/2025,C0336,Gia đình,City Break,Website,Chuyển khoản,Sa Pa,3,2093000,10%,Hoàn thành,5664000,5,Đúng
B00242,9/8/2025,10/16/2025,C0104,Doanh nghiệp,Gia đình,Website,Thẻ,Đà Nẵng,2,3281000,0%,Hoàn thành,6562000,3.9,Đúng
B00243,8/19/2025,9/24/2025,C0335,Học sinh,Biển,App điện thoại,Thẻ,Hà Nội,1,4485000,8%,Hoàn thành,4113000,4.5,Đúng
B00244,12/12/2024,2/23/2025,C0097,Người đi làm,Khám phá,App điện thoại,Tiền,TP.HCM,2,3673000,18%,Hoàn thành,6060000,4.3,Đúng
B00245,5/4/2024,7/8/2024,C0172,Người đi làm,Biển,Website,Thẻ,TP.HCM,2,4275000,3%,Hoàn thành,8294000,4.1,Đúng
B00246,6/6/2025,8/22/2025,C0012,Doanh nghiệp,Gia đình,Đại lý,Thẻ,Huế,4,3515000,12%,Hoàn thành,12373000,5,Sai
B00247,5/14/2025,8/5/2025,C0143,Doanh nghiệp,City Break,Đại lý,Chuyển khoản,Hạ Long,3,1307000,3%,Hoàn thành,3819000,4,Đúng
B00248,9/8/2025,11/23/2025,C0403,Gia đình,Khám phá,Website,Thẻ,Sa Pa,3,4413000,15%,Hoàn thành,11253000,4.8,Đúng
B00249,2/9/2025,5/5/2025,C0186,Gia đình,Khám phá,App điện thoại,Thẻ,TP.HCM,1,5552000,18%,Hủy bỏ,0,,Đúng
B00250,3/29/2024,5/11/2024,C0299,Gia đình,Văn hóa,Website,Thẻ,Hội An,2,3393000,15%,Hoàn thành,5788000,4.2,Đúng
B00251,11/9/2024,12/20/2024,C0046,Gia đình,Văn hóa,Gọi điện tư vấn,Chuyển khoản,TP.HCM,2,1924000,1%,Hoàn thành,3829000,4.9,Đúng
B00252,10/6/2024,11/11/2024,C0267,Người đi làm,City Break,Website,Thẻ,Đà Lạt,1,1532000,6%,Hoàn thành,1435000,4.3,Sai
B00253,6/9/2025,7/8/2025,C0157,Người đi làm,Gia đình,Website,Thẻ,Đà Nẵng,5,3546000,11%,Hoàn thành,15833000,4.2,Đúng
B00254,9/1/2024,11/10/2024,C0313,Người đi làm,Khám phá,Website,Tiền,Hạ Long,1,5476000,7%,Hoàn thành,5082000,4.9,Sai
B00255,7/23/2024,9/28/2024,C0390,Doanh nghiệp,Văn hóa,Website,Tiền,TP.HCM,3,2280000,18%,Hoàn thành,5616000,4.8,Đúng
B00256,2/19/2024,5/3/2024,C0224,Doanh nghiệp,Biển,App điện thoại,Ví điện tử,Phú Quốc,2,3637000,9%,Hoàn thành,6590000,4.8,Sai
B00257,6/4/2025,6/27/2025,C0044,Người đi làm,Biển,App điện thoại,Thẻ,Huế,2,3150000,7%,Hoàn thành,5884000,2.3,Đúng
B00258,4/15/2025,6/3/2025,C0200,Người đi làm,Biển,Website,Thẻ,Phú Quốc,1,3652000,1%,Hoàn thành,3634000,4.4,Đúng
B00259,1/26/2024,2/22/2024,C0052,Học sinh,Văn hóa,App điện thoại,Thẻ,Hà Nội,3,1712000,8%,Hoàn thành,4705000,4.3,Sai
B00260,9/27/2024,12/18/2024,C0189,Gia đình,Ăn uống,Đại lý,Tiền,Hạ Long,2,1909000,3%,Hoàn thành,3723000,4.2,Đúng
B00261,10/25/2024,11/25/2024,C0026,Học sinh,Khám phá,Đại lý,Thẻ,Phú Quốc,1,5456000,13%,Hoàn thành,4725000,4.5,Sai
B00262,10/19/2024,11/9/2024,C0269,Học sinh,Văn hóa,App điện thoại,Tiền,Nha Trang,1,2683000,13%,Hoàn thành,2345000,4.3,Đúng
B00263,7/26/2025,9/20/2025,C0131,Học sinh,Biển,Website,Thẻ,Phú Quốc,2,3973000,15%,Hoàn thành,6770000,4.5,Đúng
B00264,4/3/2024,6/23/2024,C0085,Học sinh,Văn hóa,Website,Chuyển khoản,Hạ Long,1,3548000,4%,Hoàn thành,3406000,4.1,Sai
B00265,7/9/2024,10/1/2024,C0008,Gia đình,City Break,Đại lý,Chuyển khoản,Nha Trang,2,2061000,6%,Hoàn thành,3858000,4.9,Sai
B00266,4/22/2024,5/9/2024,C0373,Người đi làm,Văn hóa,Đại lý,Thẻ,Hội An,2,2842000,13%,Hoàn thành,4939000,4.6,Sai
B00267,6/1/2024,7/7/2024,C0352,Học sinh,Gia đình,App điện thoại,Ví điện tử,Nha Trang,3,4068000,2%,Hoàn thành,11972000,4.5,Sai
B00268,7/19/2025,8/10/2025,C0341,Học sinh,City Break,Đại lý,Ví điện tử,Hà Nội,2,2677000,10%,Hoàn thành,4803000,4.4,Đúng
B00269,8/9/2025,9/12/2025,C0025,Gia đình,Biển,Website,Thẻ,Sa Pa,1,4142000,11%,Hoàn thành,3674000,4.8,Đúng
B00270,1/28/2024,3/21/2024,C0147,Người đi làm,Gia đình,App điện thoại,Thẻ,TP.HCM,5,2499000,10%,Hoàn thành,11246000,4.7,Đúng
B00271,1/28/2025,3/1/2025,C0408,Gia đình,Ăn uống,Website,Tiền,Đà Lạt,3,1844000,15%,Hoàn thành,4713000,4.1,Đúng
B00272,5/25/2024,6/9/2024,C0244,Người đi làm,Văn hóa,Website,Thẻ,Đà Lạt,1,2215000,6%,Hoàn thành,2089000,4.7,Sai
B00273,4/29/2024,6/19/2024,C0054,Gia đình,Biển,App điện thoại,Thẻ,Đà Nẵng,2,5391000,0%,Hoàn thành,10782000,4.3,Đúng
B00274,6/30/2024,7/14/2024,C0060,Học sinh,Ăn uống,Website,Thẻ,Đà Lạt,2,1798000,2%,Hoàn thành,3531000,5,Đúng
B00275,5/1/2024,5/29/2024,C0111,Người đi làm,City Break,Đại lý,Ví điện tử,Phú Quốc,4,1993000,18%,Hoàn thành,6513000,4.7,Sai
B00276,11/1/2024,11/11/2024,C0409,Học sinh,Khám phá,Website,Thẻ,Đà Nẵng,1,3863000,13%,Hoàn thành,3380000,3.9,Sai
B00277,9/12/2025,9/29/2025,C0072,Người đi làm,Khám phá,Đại lý,Chuyển khoản,TP.HCM,2,4038000,2%,Hoàn thành,7923000,5,Đúng
B00278,12/31/2024,2/14/2025,C0380,Gia đình,Biển,Đại lý,Thẻ,Hạ Long,3,3615000,14%,Hoàn thành,9316000,3.1,Sai
B00279,3/26/2025,6/12/2025,C0285,Gia đình,Văn hóa,App điện thoại,Thẻ,Huế,1,2588000,4%,Hoàn thành,2490000,4.5,Đúng
B00280,11/3/2024,1/14/2025,C0388,Doanh nghiệp,Khám phá,Đại lý,Chuyển khoản,Nha Trang,2,3701000,7%,Hoàn thành,6899000,3.9,Đúng
B00281,1/9/2024,1/27/2024,C0347,Doanh nghiệp,Biển,Website,Thẻ,Đà Lạt,1,3937000,5%,Hoàn thành,3736000,5,Sai
B00282,2/22/2024,3/5/2024,C0140,Học sinh,Gia đình,Website,Thẻ,Hà Nội,4,3008000,18%,Hoàn thành,9866000,4.3,Sai
B00283,6/16/2024,7/23/2024,C0348,Người đi làm,Ăn uống,Website,Thẻ,Hà Nội,1,1518000,0%,Hoàn thành,1518000,3.8,Sai
B00284,5/31/2024,8/1/2024,C0072,Người đi làm,City Break,Website,Tiền,Đà Lạt,4,2816000,3%,Hoàn thành,10971000,4.1,Đúng
B00285,6/7/2025,8/16/2025,C0123,Học sinh,Văn hóa,Đại lý,Thẻ,Huế,1,2649000,7%,Hoàn thành,2477000,3.8,Đúng
B00286,6/9/2025,8/24/2025,C0089,Học sinh,Biển,App điện thoại,Thẻ,Sa Pa,1,4139000,12%,Hủy bỏ,0,,Đúng
B00287,6/16/2025,7/23/2025,C0056,Gia đình,Ăn uống,Website,Thẻ,Đà Lạt,3,2854000,8%,Hoàn thành,7860000,4,Đúng
B00288,2/1/2025,2/24/2025,C0038,Người đi làm,Ăn uống,Website,Thẻ,Huế,3,2780000,7%,Hoàn thành,7765000,3.8,Đúng
B00289,12/12/2024,12/24/2024,C0079,Gia đình,Khám phá,App điện thoại,Thẻ,Nha Trang,2,3972000,12%,Hoàn thành,6983000,4.3,Đúng
B00290,2/8/2025,3/1/2025,C0051,Học sinh,Gia đình,Đại lý,Thẻ,Đà Nẵng,4,3854000,4%,Hoàn thành,14815000,4.4,Đúng
B00291,9/10/2024,9/25/2024,C0160,Gia đình,Khám phá,Website,Thẻ,Nha Trang,1,5547000,14%,Hoàn thành,4793000,3.7,Đúng
B00292,2/21/2025,5/11/2025,C0030,Gia đình,Văn hóa,Đại lý,Thẻ,Đà Nẵng,2,3031000,15%,Hoàn thành,5159000,3.4,Đúng
B00293,5/9/2025,6/9/2025,C0026,Học sinh,Biển,App điện thoại,Tiền,Hạ Long,1,3887000,3%,Hoàn thành,3790000,4.4,Đúng
B00294,4/20/2025,7/5/2025,C0416,Người đi làm,Biển,Đại lý,Chuyển khoản,Đà Lạt,1,2769000,9%,Hoàn thành,2525000,4.5,Đúng
B00295,1/17/2025,3/12/2025,C0037,Học sinh,Văn hóa,Website,Thẻ,Phú Quốc,3,3276000,9%,Hoàn thành,8953000,4.6,Đúng
B00295,1/17/2025,3/12/2025,C0037,Học sinh,Văn hóa,Website,Thẻ,Phú Quốc,3,3276000,9%,Hoàn thành,8953000,4.6,Đúng
B00296,2/6/2024,3/30/2024,C0032,Doanh nghiệp,City Break,App điện thoại,Thẻ,Đà Lạt,2,-100000,16%,Hoàn thành,2774000,4.5,Đúng
B00297,3/27/2025,5/12/2025,C0013,Gia đình,Biển,Website,Thẻ,Hạ Long,1,3635000,1%,Hoàn thành,3599000,5,Sai
B00298,8/16/2024,10/31/2024,C0056,Gia đình,Biển,Website,Ví điện tử,Phú Quốc,1,4348000,14%,Hoàn thành,3739000,4.7,Đúng
B00299,4/8/2025,4/21/2025,C0222,Người đi làm,Khám phá,Đại lý,Thẻ,Nha Trang,3,3934000,10%,Hoàn thành,10681000,5,Đúng
B00300,12/2/2024,12/19/2024,C0348,Người đi làm,Biển,App điện thoại,Thẻ,TP.HCM,1,3012000,11%,Hoàn thành,2693000,5,Đúng
B00301,7/2/2025,8/15/2025,C0309,Người đi làm,Biển,Website,Thẻ,Khác,1,4369000,6%,Hoàn thành,4116000,3.3,Đúng
B00302,7/29/2024,9/8/2024,C0244,Người đi làm,Khám phá,Đại lý,Thẻ,Hội An,1,2855000,20%,Hủy bỏ,0,,Đúng
B00303,8/3/2025,9/26/2025,C0036,Học sinh,Văn hóa,Website,Thẻ,Đà Nẵng,1,3959000,15%,Hoàn thành,3365000,4.2,Đúng
B00304,6/10/2025,8/18/2025,C0326,Gia đình,Gia đình,App điện thoại,Thẻ,Phú Quốc,3,2417000,6%,Hủy bỏ,0,,Đúng
B00305,7/25/2024,9/20/2024,C0016,Người đi làm,Ăn uống,Gọi điện tư vấn,Tiền,Hà Nội,4,2365000,17%,Hủy bỏ,0,,Đúng
B00306,10/27/2024,11/26/2024,C0265,Doanh nghiệp,Biển,App điện thoại,Tiền,Đà Nẵng,1,3097000,17%,Hoàn thành,2577000,4.6,Sai
B00307,11/27/2024,1/2/2025,C0172,Người đi làm,Ăn uống,Đại lý,Tiền,Hội An,2,2186000,15%,Hoàn thành,3725000,4.1,Đúng
B00308,4/23/2025,7/2/2025,C0371,Gia đình,Ăn uống,App điện thoại,Chuyển khoản,Đà Lạt,2,2992000,0%,Hoàn thành,5984000,3.9,Đúng
B00309,3/5/2025,3/31/2025,C0130,Gia đình,City Break,Đại lý,Thẻ,Nha Trang,2,1884000,6%,Hoàn thành,3538000,3.9,Đúng
B00310,6/14/2025,8/3/2025,C0269,Học sinh,Gia đình,App điện thoại,Ví điện tử,Đà Nẵng,4,2966000,12%,Hoàn thành,10500000,4.1,Đúng
B00311,8/18/2024,10/10/2024,C0185,Gia đình,Gia đình,App điện thoại,Chuyển khoản,TP.HCM,4,3412000,5%,Hoàn thành,13034000,4.6,Sai
B00312,11/10/2024,1/19/2025,C0220,Người đi làm,Gia đình,Website,Chuyển khoản,Hà Nội,4,3806000,17%,Hoàn thành,12590000,4,Đúng
B00313,9/25/2024,12/1/2024,C0395,Học sinh,Gia đình,Đại lý,Chuyển khoản,TP.HCM,4,2459000,9%,Hoàn thành,8970000,4.1,Đúng
B00314,7/20/2025,9/5/2025,C0300,Gia đình,Biển,Website,Thẻ,Huế,2,4403000,8%,Hoàn thành,8137000,4.5,Đúng
B00315,7/9/2024,8/13/2024,C0175,Học sinh,Ăn uống,Gọi điện tư vấn,Thẻ,Hội An,2,1833000,0%,Hoàn thành,3666000,4.1,Đúng
B00316,12/31/2024,2/8/2025,C0188,Học sinh,Khám phá,Website,Thẻ,Nha Trang,2,5927000,9%,Hoàn thành,10835000,4.8,Đúng
B00317,3/15/2024,4/27/2024,C0296,Doanh nghiệp,City Break,Website,Thẻ,Khác,1,2337000,25%,Hoàn thành,1764000,3.7,Sai
B00318,6/13/2025,7/10/2025,C0146,Người đi làm,Văn hóa,Đại lý,Thẻ,Phú Quốc,2,2729000,3%,Hoàn thành,5322000,3.6,Sai
B00319,8/27/2024,10/26/2024,C0071,Người đi làm,Biển,Website,Thẻ,TP.HCM,2,4986000,7%,Hoàn thành,9254000,4.4,Sai
B00320,7/31/2024,8/26/2024,C0197,Gia đình,Khám phá,Website,Thẻ,Đà Nẵng,1,6112000,2%,Hoàn thành,5990000,4.4,Sai
B00321,12/29/2024,3/1/2025,C0029,Học sinh,Khám phá,Đại lý,Ví điện tử,Phú Quốc,3,5653000,19%,Hoàn thành,13686000,3.8,Đúng
B00322,11/6/2024,1/15/2025,C0072,Người đi làm,Văn hóa,Website,Tiền,Nha Trang,1,3199000,11%,Hoàn thành,2863000,4.9,Đúng
B00323,6/12/2025,9/7/2025,C0177,Người đi làm,Văn hóa,Website,Tiền,Sa Pa,1,2393000,8%,Hoàn thành,2197000,5,Đúng
B00324,11/27/2024,12/16/2024,C0335,Học sinh,Văn hóa,App điện thoại,Thẻ,Hạ Long,3,2429000,12%,Hoàn thành,6434000,3.9,Đúng
B00325,11/18/2024,1/28/2025,C0329,Gia đình,Khám phá,Website,Tiền,Hạ Long,1,4662000,16%,Hoàn thành,3939000,4.9,Sai
B00326,3/6/2024,3/22/2024,C0110,Doanh nghiệp,Văn hóa,Website,Chuyển khoản,TP.HCM,1,3453000,7%,Hoàn thành,3229000,3,Sai
B00327,1/14/2024,2/20/2024,C0178,Doanh nghiệp,Ăn uống,Website,Tiền,Hà Nội,1,1526000,5%,Hoàn thành,1454000,4.7,Sai
B00328,9/5/2024,9/29/2024,C0065,Gia đình,Biển,Website,Tiền,TP.HCM,3,2525000,19%,Hoàn thành,6143000,3.8,Đúng
B00329,9/13/2025,10/6/2025,C0318,Gia đình,Văn hóa,Website,Thẻ,Sa Pa,1,2247000,12%,Hoàn thành,1975000,4.7,Đúng
B00330,7/25/2025,8/18/2025,C0104,Doanh nghiệp,Văn hóa,Website,Thẻ,Hạ Long,2,2952000,0%,Hoàn thành,5904000,3.7,Đúng
B00331,1/26/2025,2/8/2025,C0336,Gia đình,Khám phá,App điện thoại,Tiền,Huế,2,4638000,1%,Hoàn thành,9155000,4.2,Đúng
